,p,comp,diameter,avg_short_path,density,avg_clustering
9291,0.85,1,2,1.1585684430512018,0.8414315569487983,0.8411239378933353
9292,0.86,1,2,1.1442006269592477,0.8557993730407524,0.8554113363259684
9293,0.87,1,2,1.128526645768025,0.8714733542319749,0.8718996555962935
9294,0.88,1,2,1.1327063740856844,0.8672936259143156,0.8672494222875556
9295,0.89,1,2,1.1037095088819227,0.8962904911180773,0.8962305530464193
9296,0.9,1,2,1.100835945663532,0.8991640543364682,0.8989981766635371
9297,0.91,1,2,1.0958725182863114,0.9041274817136886,0.9040766872126639
9298,0.92,1,2,1.084639498432602,0.9153605015673981,0.9152122535574364
9299,0.93,1,2,1.0757575757575757,0.9242424242424242,0.9243863864777137
9300,0.9400000000000001,1,2,1.0590386624869383,0.9409613375130617,0.9412019236221564
9301,0.9500000000000001,1,2,1.0514629049111808,0.9485370950888192,0.948396463786311
9302,0.9600000000000001,1,2,1.0378787878787878,0.9621212121212122,0.962273817500952
9303,0.97,1,2,1.033437826541275,0.9665621734587252,0.9665406647473226
9304,0.98,1,2,1.02324973876698,0.9767502612330199,0.9767482060877231
9305,0.99,1,2,1.0086206896551724,0.9913793103448276,0.9913493586666046
9306,0.01,57,0,0.0,0.008098223615464995,0.0
9307,0.02,17,0,0.0,0.02089864158829676,0.015909090909090907
9308,0.03,10,0,0.0,0.02664576802507837,0.006060606060606061
9309,0.04,4,0,0.0,0.04231974921630094,0.04558982683982685
9310,0.05,2,0,0.0,0.04963427377220481,0.05345418470418472
9311,0.060000000000000005,1,5,2.808516196447231,0.06295715778474399,0.05618686868686869
9312,0.06999999999999999,1,5,2.534221525600836,0.07732497387669801,0.0898496705314887
9313,0.08,1,4,2.5104493207941485,0.07889237199582028,0.07614349034803579
9314,0.09,1,4,2.409352142110763,0.08881922675026123,0.09795747182110817
9315,0.09999999999999999,1,4,2.306687565308255,0.09822361546499478,0.09969557514677833
9316,0.11,1,4,2.2920585161964473,0.09952978056426333,0.08812569263772468
9317,0.12,1,4,2.1776384535005224,0.11389759665621735,0.12088388448418699
9318,0.13,1,4,2.09508881922675,0.12513061650992685,0.1125262808110049
9319,0.14,1,3,2.001828631138976,0.1426332288401254,0.14344791052678746
9320,0.15000000000000002,1,3,1.9762277951933125,0.14785788923719959,0.14875790665761465
9321,0.16,1,3,1.933385579937304,0.15987460815047022,0.157005117306623
9322,0.17,1,3,1.8607628004179728,0.18312434691745036,0.18465487191941563
9323,0.18000000000000002,1,3,1.8584117032392895,0.18443051201671892,0.18780511698982127
9324,0.19,1,3,1.8531870428422152,0.18991640543364682,0.19220853406829114
9325,0.2,1,3,1.823667711598746,0.1980146290491118,0.2009621257704552
9326,0.21000000000000002,1,3,1.7917972831765936,0.21760710553814003,0.20927493450152646
9327,0.22,1,3,1.7789968652037618,0.2304075235109718,0.23447251503740169
9328,0.23,1,3,1.7933646812957158,0.21603970741901776,0.21503516501028547
9329,0.24000000000000002,1,3,1.7505224660397074,0.25182863113897597,0.25203242003946613
9330,0.25,1,3,1.7565308254963428,0.24555903866248693,0.23770749236639951
9331,0.26,1,3,1.739289446185998,0.2614942528735632,0.2557439562586368
9332,0.27,1,3,1.7259665621734588,0.27507836990595613,0.2733194688162809
9333,0.28,1,2,1.70846394984326,0.29153605015673983,0.29268698693673967
9334,0.29000000000000004,1,2,1.7055903866248694,0.2944096133751306,0.300267531591972
9335,0.3,1,2,1.691483803552769,0.30851619644723094,0.31288644022214296
